id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
336,华润橡树湾仰润轩,东丽,105,12805元/平米,2室1厅1厨1卫,中楼层 (共17层),82㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,集中供暖,有,2023-05-21,商品房,2021-01-01,普通住宅,满两年,非共有,"
                                有抵押 9月大概贷款还完 业主自还
                              ",已上传房本照片
337,佳和雅庭,西青,64,9712元/平米,2室1厅1厨1卫,中楼层 (共28层),65.9㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯三户,集中供暖,有,2023-06-12,限价商品房,2017-09-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
338,广泰园,南开,420,41201元/平米,2室2厅1厨1卫,低楼层 (共6层),101.94㎡,平层,暂无数据,板塔结合,南 西 北,混合结构,简装,一梯两户,集中供暖,无,2023-05-29,商品房,2013-06-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
339,奥林匹克花园橄榄苑,北辰,175,17663元/平米,2室2厅1厨2卫,中楼层 (共4层),99.08㎡,错层,87.23㎡,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-06-03,商品房,2010-05-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
340,新尚园,津南,125,13362元/平米,2室1厅1厨1卫,中楼层 (共11层),93.55㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯三户,集中供暖,有,2023-06-11,商品房,2015-07-16,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
341,万科金域蓝湾,开发区,202,17476元/平米,3室2厅1厨1卫,低楼层 (共33层),115.59㎡,平层,115.59㎡,板塔结合,南 北,钢混结构,其他,一梯四户,集中供暖,无,2023-05-23,商品房,2021-05-24,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
342,滨旅景熙,滨海新区,95,9840元/平米,3室2厅1厨1卫,低楼层 (共11层),96.55㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-06-12,商品房,2023-05-04,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
343,陶然庭苑,河东,223,22038元/平米,2室2厅1厨1卫,低楼层 (共6层),101.19㎡,平层,暂无数据,板楼,南 北,混合结构,毛坯,一梯两户,集中供暖,无,2023-05-16,商品房,2008-11-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
344,傲景苑,开发区,232,19342元/平米,2室1厅1厨1卫,低楼层 (共18层),119.95㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯三户,集中供暖,有,2022-07-13,商品房,2013-12-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
345,天津富力新城,静海,60,6705元/平米,2室1厅1厨1卫,低楼层 (共26层),89.49㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,自供暖,有,2022-07-19,商品房,2018-04-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
346,盛源公寓,河北,138,14716元/平米,2室1厅1厨1卫,中楼层 (共7层),93.78㎡,平层,暂无数据,板楼,东 西,混合结构,精装,一梯五户,集中供暖,无,2023-06-05,商品房,2003-02-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
347,隆达新苑,河北,148,17555元/平米,2室1厅1厨1卫,中楼层 (共30层),84.31㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯五户,集中供暖,有,2023-06-06,商品房,2017-01-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
348,御景园邸,开发区,380,22445元/平米,3室1厅1厨2卫,低楼层 (共23层),169.31㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯两户,集中供暖,有,2023-06-12,私产,2022-10-11,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片
349,友谊里,和平,438,86374元/平米,2室1厅1厨1卫,中楼层 (共4层),50.71㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,集中供暖,无,2023-05-21,商品房,2015-06-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
350,文华巷,武清,56,7596元/平米,2室2厅1厨1卫,低楼层 (共5层),73.73㎡,平层,69㎡,板塔结合,南 北,混合结构,简装,一梯两户,暂无数据,暂无数据,2023-06-10,商品房,2017-07-19,普通住宅,满五年,非共有,"
                                有抵押 40万元 业主自还
                              ",已上传房本照片
351,中建壹方九里（二期）,武清,298,20760元/平米,4室2厅1厨2卫,高楼层 (共7层),143.55㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-06-08,商品房,2020-09-18,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
352,振业铂雅轩,开发区,180,19903元/平米,3室1厅1厨1卫,中楼层 (共26层),90.44㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,集中供暖,有,2023-02-27,商品房,2018-07-12,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
353,首创城,津南,112,12072元/平米,2室2厅1厨1卫,高楼层 (共27层),92.78㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,集中供暖,有,2023-06-04,商品房,2017-10-16,普通住宅,满五年,非共有,"
                                有抵押 45万元
                              ",已上传房本照片
354,开江南里,河北,63,16579元/平米,1室1厅1厨1卫,低楼层 (共6层),38㎡,平层,暂无数据,板塔结合,南,混合结构,简装,一梯四户,集中供暖,无,2023-06-04,商品房,2003-04-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
355,福松源庄,津南,85,13516元/平米,1室1厅1厨1卫,高楼层 (共11层),62.89㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,集中供暖,有,2023-06-12,商品房,2023-02-02,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
356,卫安北里,南开,191.5,37207元/平米,2室1厅1厨1卫,低楼层 (共5层),51.47㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯三户,集中供暖,无,2023-06-07,房改房,2021-01-19,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
357,小镇西西里瑞民里,西青,130,13095元/平米,2室1厅1厨1卫,低楼层 (共11层),99.28㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,集中供暖,有,2023-06-15,商品房,2012-12-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
358,谊景村,河西,229,41143元/平米,2室1厅1厨1卫,低楼层 (共6层),55.66㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2023-05-29,房改房,2018-09-27,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
359,云锦蓝庭,开发区,130,13537元/平米,1室1厅1厨1卫,低楼层 (共25层),96.04㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2023-06-06,商品房,2017-03-02,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
360,首创大河宸章,河北,320,33072元/平米,3室2厅1厨1卫,高楼层 (共34层),96.76㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,自供暖,有,2023-06-14,商品房,2018-05-11,普通住宅,满五年,非共有,"
                                有抵押 100万元 中国银行 业主自还
                              ",已上传房本照片
361,香江健康小镇棕榈园,宝坻,52,2792元/平米,4室1厅1厨3卫,低楼层 (共17层),186.3㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯五户,集中供暖,有,2022-06-13,商品房,2018-05-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
362,诚基经贸中心,和平,320,47011元/平米,3室2厅1厨2卫,中楼层 (共33层),68.07㎡,复式,暂无数据,塔楼,北,钢混结构,简装,八梯二十六户,集中供暖,有,2023-05-21,商品房,2014-11-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
363,远洋简宫秋韵园,开发区,358,26029元/平米,3室2厅1厨2卫,中楼层 (共15层),137.54㎡,平层,133㎡,板楼,南 北,钢混结构,其他,一梯两户,集中供暖,有,2023-05-21,商品房,2020-05-23,普通住宅,满两年,非共有,"
                                有抵押 190万元 中国 业主自还
                              ",已上传房本照片
364,卫华里,和平,330,72480元/平米,3室1厅1厨1卫,中楼层 (共6层),45.53㎡,平层,暂无数据,板塔结合,东 西,混合结构,其他,一梯三户,集中供暖,无,2023-06-14,商品房,2015-10-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
365,绿景家園,宝坻,76.8,8691元/平米,2室1厅1厨1卫,中楼层 (共6层),88.37㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,集中供暖,无,2023-06-07,商品房,2021-03-13,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
366,滨雅花园（远洋城8期）,塘沽,92,10870元/平米,2室1厅1厨1卫,高楼层 (共30层),84.64㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2023-05-24,商品房,2019-01-07,普通住宅,满两年,非共有,"
                                有抵押 31万元 光大
                              ",已上传房本照片
367,艺术家园,北辰,150,15020元/平米,2室2厅1厨1卫,中楼层 (共6层),99.87㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,集中供暖,无,2023-06-10,商品房,2017-04-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
368,环湖东里,河西,158,27469元/平米,2室1厅1厨1卫,中楼层 (共6层),57.52㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯三户,集中供暖,无,2023-06-04,房改房,1996-06-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
369,泰达时代,开发区,350,20368元/平米,4室2厅1厨2卫,中楼层 (共12层),171.84㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-06-13,商品房,2023-06-14,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
370,景瑞花园,武清,51,6311元/平米,1室2厅1厨1卫,高楼层 (共15层),80.82㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯五户,集中供暖,有,2023-06-16,商品房,2017-06-09,普通住宅,满五年,非共有,"
                                有抵押 27万元 农商银行 业主自还
                              ",已上传房本照片
371,招商雍景湾,河东,245,26651元/平米,3室1厅1厨1卫,中楼层 (共24层),91.93㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,集中供暖,有,2023-06-14,商品房,2016-11-13,普通住宅,满五年,非共有,"
                                有抵押 190万元 业主自还
                              ",已上传房本照片
372,棕榈名邸,蓟州,189,13431元/平米,3室2厅1厨2卫,高楼层 (共7层),140.72㎡,平层,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯两户,集中供暖,暂无数据,2021-09-13,商品房,2021-03-15,普通住宅,满两年,非共有,"
                                有抵押 72万元
                              ",已上传房本照片
373,中保住宅楼,宝坻,76,7332元/平米,3室2厅1厨1卫,中楼层 (共6层),103.66㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,集中供暖,无,2023-03-12,商品房,2014-01-30,普通住宅,满五年,非共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片
374,中保住宅楼,宝坻,63,6078元/平米,3室2厅1厨1卫,高楼层 (共6层),103.66㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,2023-06-14,商品房,2020-05-08,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
375,天房美域豪庭,西青,243,25260元/平米,2室1厅1厨1卫,高楼层 (共11层),96.2㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,集中供暖,有,2023-04-06,商品房,2011-06-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
376,天成东轩,开发区,370,25875元/平米,4室2厅1厨2卫,中楼层 (共18层),143㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯两户,集中供暖,有,2023-05-24,商品房,2019-06-10,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
377,福泰温泉公寓,和平,598,55335元/平米,2室1厅1厨1卫,中楼层 (共16层),108.07㎡,平层,暂无数据,板楼,北 南,钢混结构,其他,两梯十户,集中供暖,有,2022-11-17,私产,2016-07-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
378,康华里,红桥,230,23153元/平米,2室2厅1厨1卫,高楼层 (共6层),99.34㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-01-28,商品房,2004-10-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
379,迎水东里,南开,150,25459元/平米,2室1厅1厨1卫,高楼层 (共6层),58.92㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2023-05-21,商品房,2010-06-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
380,远洋琨庭春华园,开发区,185,18590元/平米,3室1厅1厨1卫,中楼层 (共28层),99.52㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,集中供暖,有,2023-06-14,商品房,2020-05-15,普通住宅,满两年,非共有,"
                                有抵押 50万元 农商
                              ",已上传房本照片
381,泰达国际公寓,开发区,220,10757元/平米,3室2厅1厨2卫,高楼层 (共12层),204.53㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,四梯二十五户,集中供暖,有,2021-08-03,商品房,2008-06-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
382,天津海航城,宁河,78.6,5446元/平米,3室2厅1厨2卫,中楼层 (共7层),144.35㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,自供暖,有,2022-10-15,商品房,2021-02-02,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
383,华纳豪园1期,开发区,580,17770元/平米,3室2厅1厨2卫,低楼层 (共8层),326.4㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,集中供暖,有,2023-03-08,商品房,2005-09-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片
384,天津海航城,宁河,110,7619元/平米,3室2厅1厨2卫,中楼层 (共6层),144.39㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,三梯两户,自供暖,有,2022-10-08,商品房,2017-05-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
385,云台花园,和平,499,61446元/平米,3室1厅1厨1卫,高楼层 (共27层),81.21㎡,平层,暂无数据,板塔结合,西,钢混结构,精装,两梯七户,集中供暖,有,2023-04-06,商品房,2021-05-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
386,贝肯山菩提园,开发区,175,23713元/平米,1室1厅1厨1卫,中楼层 (共6层),73.8㎡,平层,暂无数据,板楼,东 西,钢混结构,其他,一梯两户,暂无数据,有,2023-06-17,商品房,2021-04-26,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
387,天津海航城,宁河,70,5173元/平米,3室2厅1厨2卫,中楼层 (共7层),135.33㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,一梯一户,自供暖,有,2022-07-25,商品房,2019-11-26,普通住宅,满两年,非共有,"
                                有抵押 58万元 齐鲁银行 金融公司垫资
                              ",已上传房本照片
388,世纪祥和家园(塘沽区),塘沽,104,11444元/平米,2室1厅1厨1卫,高楼层 (共34层),90.88㎡,平层,暂无数据,板楼,北 西北,钢混结构,其他,四梯六户,集中供暖,有,2023-05-31,商品房,2014-06-01,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
389,天津海航城,宁河,72,5353元/平米,3室2厅1厨2卫,低楼层 (共7层),134.52㎡,暂无数据,东,钢混结构,其他,暂无数据,自供暖,null,null,null,2021-03-07,商品房,2017-11-07,别墅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
390,堤中里,南开,209,27389元/平米,2室1厅1厨1卫,中楼层 (共6层),76.31㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯四户,集中供暖,无,2023-06-11,商品房,2004-08-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
391,世茂鲲贝园,滨海新区,103,11951元/平米,2室2厅1厨1卫,中楼层 (共16层),86.19㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,集中供暖,有,2021-05-14,商品房,2011-03-07,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
392,联发熙园,蓟州,240,16151元/平米,4室2厅1厨2卫,中楼层 (共4层),148.6㎡,跃层,暂无数据,暂无数据,南 北,钢混结构,毛坯,一梯两户,暂无数据,暂无数据,2020-10-17,商品房,2020-07-21,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
393,环秀西里,河东,69,17923元/平米,2室1厅1厨1卫,低楼层 (共6层),38.5㎡,平层,暂无数据,板楼,东,混合结构,其他,一梯五户,集中供暖,无,2023-06-08,商品房,2015-06-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
394,恒大金碧天下,蓟州,290,13307元/平米,4室2厅1厨3卫,低楼层 (共3层),217.94㎡,暂无数据,南 北,未知结构,其他,双拼,暂无数据,null,null,null,2022-05-03,商品房,2022-10-27,别墅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片
395,泰丰家园二期,开发区,214.5,17764元/平米,3室2厅1厨2卫,高楼层 (共10层),120.75㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯两户,集中供暖,有,2023-04-07,商品房,2016-06-27,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
396,港建里,河西,185,47742元/平米,1室1厅1厨1卫,高楼层 (共7层),38.75㎡,平层,暂无数据,板楼,南 西,混合结构,简装,一梯六户,集中供暖,无,2023-06-13,商品房,2018-11-07,普通住宅,满两年,非共有,"
                                有抵押 117万元 工商银行 业主自还
                              ",已上传房本照片
397,中昂安纳西小镇,静海,137,11250元/平米,3室2厅1厨2卫,中楼层 (共6层),121.78㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,集中供暖,有,2023-05-30,商品房,2021-02-09,普通住宅,满两年,非共有,"
                                有抵押
                              ",已上传房本照片
398,晓镇家园,塘沽,85,9752元/平米,2室2厅1厨1卫,中楼层 (共34层),87.17㎡,平层,暂无数据,板楼,南,钢混结构,精装,四梯八户,集中供暖,有,2023-06-05,商品房,2016-09-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
399,天津碧桂园星河Park,静海,30.5,7434元/平米,1室1厅1厨1卫,中楼层 (共5层),41.03㎡,暂无数据,29.35㎡,暂无数据,南 北,钢混结构,其他,一梯二十四户,暂无数据,暂无数据,未知,未知,2023-05-09,商品房,2022-03-01,商业办公类,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片
400,盛和家园,河北,69,12603元/平米,1室1厅1厨1卫,中楼层 (共28层),54.75㎡,平层,暂无数据,塔楼,南,钢混结构,简装,三梯八户,集中供暖,有,2023-05-26,商品房,2020-12-08,普通住宅,满两年,共有,"
                                有抵押 25万元 工商银行 业主自还
                              ",已上传房本照片
401,翠湖新村,蓟州,92,9136元/平米,3室2厅1厨1卫,低楼层 (共6层),100.71㎡,暂无数据,100.71㎡,板楼,南 北,混合结构,其他,一梯两户,集中供暖,无,2023-03-24,商品房,2004-03-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
402,天华里,南开,205,32027元/平米,2室1厅1厨1卫,高楼层 (共6层),64.01㎡,平层,62㎡,板楼,南 北,混合结构,精装,一梯三户,集中供暖,无,2023-06-05,商品房,1999-01-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
403,鸿泰公寓,开发区,288,23985元/平米,2室2厅1厨1卫,低楼层 (共12层),120.08㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-06-12,商品房,2020-07-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
404,红树湾花园,滨海新区,169,15364元/平米,3室2厅1厨1卫,中楼层 (共24层),110㎡,平层,暂无数据,板楼,北 南,钢混结构,精装,两梯四户,集中供暖,有,2023-06-10,商品房,2015-06-10,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
405,嘉德园,开发区,209,14467元/平米,3室2厅1厨2卫,高楼层 (共6层),144.47㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,集中供暖,无,2022-05-05,商品房,2009-12-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
406,联发第五街,开发区,200,21655元/平米,3室2厅1厨1卫,中楼层 (共18层),92.36㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,集中供暖,有,2023-03-02,商品房,2018-08-02,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
407,金地长湖湾,静海,295,13583元/平米,6室3厅1厨4卫,低楼层 (共3层),217.19㎡,暂无数据,南 北,未知结构,精装,暂无数据,暂无数据,null,null,null,2022-09-14,商品房,2020-04-16,别墅,满两年,非共有,"
                                有抵押 185万元
                              ",已上传房本照片
408,恬园别墅,开发区,306,22174元/平米,3室1厅1厨2卫,高楼层 (共6层),138㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯两户,集中供暖,无,2023-06-04,商品房,2016-04-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
409,经纬城市绿洲武清,武清,92,14509元/平米,1室2厅1厨1卫,中楼层 (共31层),63.41㎡,平层,暂无数据,板楼,北,钢混结构,精装,三梯六户,集中供暖,有,2023-06-10,商品房,2016-05-06,普通住宅,满五年,非共有,"
                                有抵押 7万元 农业银行 业主自还
                              ",已上传房本照片
410,宝龙南苑,滨海新区,104,11623元/平米,3室1厅1厨1卫,低楼层 (共11层),89.48㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,集中供暖,有,2022-04-26,商品房,2019-05-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
411,迎水南里,南开,113,23367元/平米,1室1厅1厨1卫,中楼层 (共7层),48.36㎡,平层,暂无数据,板楼,东南,混合结构,简装,一梯八户,集中供暖,无,2023-06-15,商品房,2017-04-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
412,联发第五街,开发区,163,17718元/平米,3室1厅1厨1卫,中楼层 (共14层),92㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯三户,集中供暖,有,2023-05-17,商品房,2016-08-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
413,盘谷卫城南区,蓟州,240,9847元/平米,4室2厅1厨3卫,低楼层 (共2层),243.74㎡,跃层,暂无数据,板楼,南 北,钢混结构,其他,一梯四户,自供暖,无,2023-05-21,商品房,2011-08-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
414,保利尚林苑,西青,180,17775元/平米,3室2厅1厨2卫,中楼层 (共8层),101.27㎡,平层,88.33㎡,板楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-06-02,商品房,2019-08-16,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片
415,朗月轩,开发区,177,16982元/平米,2室1厅1厨1卫,高楼层 (共18层),104.23㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,集中供暖,有,2023-05-14,私产,2010-05-20,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
416,泰丰家园二期,开发区,201,16630元/平米,3室2厅1厨2卫,高楼层 (共10层),120.87㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,集中供暖,有,2021-08-23,商品房,2003-06-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
417,泰达时代,开发区,320,20283元/平米,4室2厅1厨2卫,中楼层 (共10层),157.77㎡,平层,暂无数据,板楼,东 南 北,钢混结构,简装,一梯两户,集中供暖,有,2023-03-17,商品房,2007-05-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
418,海望园,开发区,252,24772元/平米,2室2厅1厨1卫,中楼层 (共5层),101.73㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-06-13,商品房,2008-04-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
419,紫金南里,河西,157.5,24969元/平米,2室1厅1厨1卫,高楼层 (共6层),63.08㎡,平层,暂无数据,板楼,北 南,混合结构,精装,一梯三户,集中供暖,无,2023-06-15,房改房,2021-04-26,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
420,振业铂雅轩,开发区,192,21230元/平米,3室1厅1厨1卫,高楼层 (共30层),90.44㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,集中供暖,有,2023-05-26,商品房,2019-03-27,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
421,天馨家園,宝坻,101,7983元/平米,3室2厅1厨2卫,中楼层 (共12层),126.53㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯两户,集中供暖,有,2021-04-29,商品房,2017-05-04,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片
422,沧浪东里,河东,61,17188元/平米,1室1厅1厨1卫,中楼层 (共6层),35.49㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯四户,集中供暖,无,2023-06-14,商品房,2015-11-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
423,贻欣园,开发区,440,17505元/平米,6室3厅1厨4卫,高楼层 (共11层),251.36㎡,跃层,暂无数据,板楼,南 北,框架结构,精装,一梯两户,集中供暖,有,2023-03-08,商品房,2005-10-05,普通住宅,满五年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片
424,明珠园,开发区,220,20000元/平米,2室1厅1厨1卫,中楼层 (共5层),110㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2023-06-16,商品房,2000-12-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
425,岳园小区,宝坻,68,6323元/平米,3室2厅1厨1卫,中楼层 (共6层),107.55㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,集中供暖,无,2022-06-08,商品房,2018-10-30,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片
426,恂园南里,开发区,118,10536元/平米,3室1厅1厨1卫,高楼层 (共18层),112㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯六户,集中供暖,有,2023-06-03,商品房,2002-10-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
427,广厦富城,塘沽,199,12292元/平米,3室2厅1厨2卫,中楼层 (共9层),161.9㎡,平层,161.9㎡,板楼,南 北,钢混结构,毛坯,一梯两户,集中供暖,有,2023-04-28,商品房,2007-11-07,普通住宅,满五年,非共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片
428,朗月轩,开发区,85,14062元/平米,1室1厅1厨1卫,中楼层 (共32层),60.45㎡,平层,暂无数据,塔楼,西北,钢混结构,精装,三梯八户,集中供暖,有,2023-05-22,商品房,2017-07-06,普通住宅,满五年,非共有,"
                                有抵押 20万元
                              ",已上传房本照片
429,傲景苑,开发区,380,25437元/平米,3室2厅1厨2卫,高楼层 (共6层),149.39㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,一梯两户,集中供暖,有,2023-02-26,商品房,2018-06-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片
